TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,REGION: Halifax,11.66388962,13.31201949,114.1301909,112
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,REGION: Halifax,4.258589753,4.860336616,114.1301909,112
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,REGION: Cape Breton,25.64170804,8.725730745,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,REGION: Cape Breton,32.8872476,11.19134759,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,REGION: Cape Breton,19.5556337,6.654673468,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,REGION: Cape Breton,7.987162139,2.717986888,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,REGION: Cape Breton,4.451522148,1.514828248,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,REGION: Cape Breton,9.47672638,3.224877321,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,REGION: Cape Breton,0,0,34.02944426,24
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,REGION: Rest of mainland,21.45228337,36.60740333,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,REGION: Rest of mainland,21.47433201,36.64502839,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,REGION: Rest of mainland,16.62877168,28.3762871,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,REGION: Rest of mainland,9.37478207,15.99766433,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,REGION: Rest of mainland,5.50831225,9.399699077,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,REGION: Rest of mainland,3.916490837,6.683323972,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,REGION: Rest of mainland,3.512901771,5.994616506,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,REGION: Rest of mainland,0.634356042,1.082501432,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,REGION: Rest of mainland,2.702125523,4.611061543,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,REGION: Rest of mainland,1.556341075,2.655829427,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,REGION: Rest of mainland,0,0,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,REGION: Rest of mainland,7.791061407,13.2951128,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,REGION: Rest of mainland,5.448241961,9.297191701,170.6457196,152
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,GENDER: M,20.35968234,33.42655455,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,GENDER: M,24.39171373,40.04634925,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,GENDER: M,13.58070258,22.29681624,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,GENDER: M,9.314718472,15.29291764,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,GENDER: M,5.281015282,8.670378174,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,GENDER: M,2.033291955,3.338261536,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,GENDER: M,1.261808635,2.071639157,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,GENDER: M,1.639025119,2.690953701,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,GENDER: M,1.606477941,2.637517699,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,GENDER: M,0.45704863,0.750383071,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,GENDER: M,0.638797451,1.048778536,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,GENDER: M,13.21910705,21.7031482,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,GENDER: M,6.216610809,10.2064402,164.1801379,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,GENDER: F,26.97073171,41.7035524,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,GENDER: F,22.52509238,34.82947295,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,GENDER: F,17.02713743,26.32824818,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,GENDER: F,10.5731799,16.34880235,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,GENDER: F,1.232299876,1.905446356,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,GENDER: F,3.523667633,5.448478719,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,GENDER: F,3.729488429,5.766729571,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,GENDER: F,3.084882254,4.770005876,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,GENDER: F,2.288814621,3.539084572,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,GENDER: F,1.232299876,1.905446356,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,GENDER: F,0,0,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,GENDER: F,5.257138249,8.128861419,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,GENDER: F,2.555267631,3.951088116,154.6252169,142
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,HH INCOME: L.T. $50K,23.82260983,25.55729309,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,HH INCOME: L.T. $50K,19.87524923,21.32249881,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,HH INCOME: L.T. $50K,15.80965057,16.96085677,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,HH INCOME: L.T. $50K,14.38764367,15.43530406,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,HH INCOME: L.T. $50K,3.856515975,4.137334649,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,HH INCOME: L.T. $50K,2.141839055,2.297800655,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,HH INCOME: L.T. $50K,2.331051164,2.500790561,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,HH INCOME: L.T. $50K,2.814905606,3.019877675,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,HH INCOME: L.T. $50K,2.693094854,2.889197069,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,HH INCOME: L.T. $50K,2.475566876,2.655829427,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,HH INCOME: L.T. $50K,0,0,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,HH INCOME: L.T. $50K,9.791873177,10.50488483,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,HH INCOME: L.T. $50K,0,0,107.2816676,103
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,HH INCOME: $50- <$100K,24.98196489,27.70168668,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,HH INCOME: $50- <$100K,26.29234983,29.15472984,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,HH INCOME: $50- <$100K,11.64435201,12.91204244,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,HH INCOME: $50- <$100K,9.379988455,10.4011635,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,HH INCOME: $50- <$100K,4.388852547,4.866655552,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,HH INCOME: $50- <$100K,4.598894955,5.099564733,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,HH INCOME: $50- <$100K,2.945292632,3.26593901,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,HH INCOME: $50- <$100K,1.366104041,1.514828248,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,HH INCOME: $50- <$100K,2.378569049,2.637517699,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,HH INCOME: $50- <$100K,0,0,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,HH INCOME: $50- <$100K,0.945810588,1.048778536,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,HH INCOME: $50- <$100K,7.36949791,8.171796053,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,HH INCOME: $50- <$100K,3.70832309,4.112038617,110.8867409,96
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,HH INCOME: $100K+,22.84818882,17.95281349,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,HH INCOME: $100K+,21.80855742,17.13592998,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,HH INCOME: $100K+,16.29342612,12.80245198,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,HH INCOME: $100K+,3.463888296,2.721727354,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,HH INCOME: $100K+,2.000442303,1.571834329,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,HH INCOME: $100K+,1.768229773,1.389374867,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,HH INCOME: $100K+,1.795765794,1.411011114,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,HH INCOME: $100K+,3.724184852,2.926253654,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,HH INCOME: $100K+,0.827098905,0.649887503,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,HH INCOME: $100K+,0,0,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,HH INCOME: $100K+,0,0,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,HH INCOME: $100K+,13.3700662,10.50544123,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,HH INCOME: $100K+,12.10015151,9.507614145,78.57433963,67
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,AGE: 18- 34,25.09330433,23.27854909,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,AGE: 18- 34,21.22637074,19.6912733,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,AGE: 18- 34,14.83239013,13.75970726,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,AGE: 18- 34,4.30593807,3.994531347,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,AGE: 18- 34,2.434705512,2.258626885,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,AGE: 18- 34,0,0,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,AGE: 18- 34,1.987487941,1.843752222,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,AGE: 18- 34,6.409681395,5.946131329,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,AGE: 18- 34,2.034252364,1.887134628,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,AGE: 18- 34,1.166891363,1.082501432,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,AGE: 18- 34,0,0,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,AGE: 18- 34,10.91355119,10.12427992,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,AGE: 18- 34,9.595426958,8.901482825,92.76797024,54
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,AGE: 35- 54,24.91174782,36.31211898,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,AGE: 35- 54,26.08397075,38.02078667,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,AGE: 35- 54,15.37164276,22.40617257,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,AGE: 35- 54,9.961975585,14.52087767,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,AGE: 35- 54,5.14139464,7.494252721,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,AGE: 35- 54,2.258322955,3.291800014,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,AGE: 35- 54,1.652654088,2.40895871,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,AGE: 35- 54,1.039240352,1.514828248,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,AGE: 35- 54,1.982119216,2.889197069,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,AGE: 35- 54,0,0,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,AGE: 35- 54,0.719509275,1.048778536,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,AGE: 35- 54,7.640545647,11.13709101,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,AGE: 35- 54,3.236876915,4.718169937,145.7630321,123
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,AGE: 55+,19.35791247,15.53943888,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,AGE: 55+,21.38137738,17.16376224,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,AGE: 55+,15.52075377,12.45918458,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,AGE: 55+,16.35181171,13.12631097,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,AGE: 55+,1.025165447,0.822944924,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,AGE: 55+,6.845200334,5.494940241,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,AGE: 55+,4.466753935,3.585657796,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,AGE: 55+,0,0,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,AGE: 55+,1.744356113,1.400270574,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,AGE: 55+,1.95993857,1.573327995,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,AGE: 55+,0,0,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,AGE: 55+,10.67668368,8.570638686,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,AGE: 55+,0.670046582,0.537875555,80.27435244,111
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,EDUCATION: L.T. H.S.,35.2960703,10.46772504,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,EDUCATION: L.T. H.S.,7.987747447,2.368919352,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,EDUCATION: L.T. H.S.,14.38784611,4.266991077,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,EDUCATION: L.T. H.S.,16.45109601,4.878887315,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,EDUCATION: L.T. H.S.,9.984886643,2.961209196,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,EDUCATION: L.T. H.S.,6.888024515,2.042775473,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,EDUCATION: L.T. H.S.,2.330228042,0.691073715,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,EDUCATION: L.T. H.S.,0,0,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,EDUCATION: L.T. H.S.,2.530212966,0.750383071,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,EDUCATION: L.T. H.S.,0,0,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,EDUCATION: L.T. H.S.,0,0,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,EDUCATION: L.T. H.S.,2.330228042,0.691073715,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,EDUCATION: L.T. H.S.,1.813659924,0.537875555,29.65691351,30
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,EDUCATION: Grad H.S.,19.08958367,15.77245353,82.62334996,76
